global_index	edit_id	verb	original_en	result_zh	time_zh
871	object_181_E1	change	Starting at 14.0 seconds, change the micro drone's unmarked dark frame arms to bright silver over the next two seconds.	微型无人机无标记的机架臂是否从深色变为亮银色？	该变化是否在 2 秒内完成？
876	object_185_E2B	transform	Starting at 29.0 seconds, transform the full bear-and-river scene into a 1970s color nature documentary over the next two seconds.	完整的熊与河流场景是否转换为 20 世纪 70 年代彩色自然纪录片风格？	该转换是否在 2 秒内完成？
877	object_187_E1	change	Starting at 14.0 seconds, change the monitor lizard's pale body spots and bands to muted gold over the next two seconds.	巨蜥身上的浅色斑点和条带是否变为暗金色？	该变化是否在 2 秒内完成？
880	object_188_E1	change	Starting at 14.0 seconds, change the dented front panel of the red race car in the lower-left area with yellow-and-green graphics to a smooth undented state over the next two seconds.	左下区域带黄绿色图案的红色赛车凹陷前面板是否变得平滑无凹痕？	该变化是否在 2 秒内完成？
883	object_190_E1	change	Starting at 14.0 seconds, change the robot's unmarked yellow body panels to bright red over the next two seconds.	机器人无标记的机身面板是否从黄色变为亮红色？	该变化是否在 2 秒内完成？
886	object_194_E1	change	Starting at 14.0 seconds, change the pale tan-gray gravel forest road to deep reddish brown over the next two seconds.	森林碎石路是否从浅棕灰色变为深红棕色？	该变化是否在 2 秒内完成？
889	object_195_E1	change	Starting at 14.0 seconds, change the weather above the railway to a light rain shower over the next two seconds.	铁路上方的天气是否变为小阵雨？	该变化是否在 2 秒内完成？
895	object_199_E1	change	Starting at 14.0 seconds, change the gecko's pale cream base skin to muted turquoise over the next two seconds.	壁虎的底色皮肤是否从浅奶油色变为暗绿松石色？	该变化是否在 2 秒内完成？
898	object_200_E1	change	Starting at 14.0 seconds, change the hard direct sunlight on the alligator-like animal and fairway to soft diffuse overcast illumination over the next two seconds.	照在鳄鱼状动物和球道上的光线是否从强烈直射阳光变为柔和漫射的阴天照明？	该变化是否在 2 秒内完成？
903	process_001_E2B	transform	Starting at 28.0 seconds, transform the full woodland flight frame into a softly grained Super 8 film style over the next two seconds.	整个林地飞行画面是否转换为带柔和颗粒的 Super 8 胶片风格？	该转换是否在 2 秒内完成？
910	process_008_E1	change	Starting at 18.0 seconds, change the pale-yellow down of the already-hatched chick nearest the lower edge to soft white over the next two seconds.	最靠近下边缘、已经孵化的幼鸡绒毛是否从浅黄色变为柔和白色？	该变化是否在 2 秒内完成？
914	process_012_E2A	change	Starting at 29.0 seconds, change the exposed black tray surface between the two jars from dry to visibly wet over the next two seconds.	两个罐子之间裸露的黑色托盘表面是否从干燥变为明显湿润？	该变化是否在 2 秒内完成？
916	process_013_E1	transform	Starting at 13.0 seconds, transform the full lake landscape into a translucent watercolor painting style over the next two seconds.	完整的湖泊景观是否转换为半透明水彩画风格？	该转换是否在 2 秒内完成？
926	process_018_E2A	render	Starting at 29.0 seconds, render only the visible dirt road as a colored-pencil illustration over the next two seconds.	是否仅有可见土路被呈现为彩色铅笔插画？	该渲染是否在 2 秒内完成？
929	process_020_E2A	change	Starting at 29.0 seconds, change the two dry green leaves flanking the flower to a visibly dew-covered state over the next two seconds.	花朵两侧的两片干燥绿叶是否变为明显覆盖露水的状态？	该变化是否在 2 秒内完成？
930	process_020_E2B	transform	Starting at 28.0 seconds, transform the full flower-and-leaf frame into a soft watercolor animation style over the next two seconds.	完整的花朵与叶片画面是否转换为柔和的水彩动画风格？	该转换是否在 2 秒内完成？
932	process_021_E2A	change	Starting at 29.0 seconds, change the yellow plate beneath the melting ice to matte teal over the next two seconds.	融冰下方的盘子是否从黄色变为哑光蓝绿色？	该变化是否在 2 秒内完成？
940	process_024_E1	change	Starting at 13.0 seconds, change the exposed white base around the separated samples to a lightly damp state over the next two seconds.	分离样本周围裸露的白色底面是否变为轻微潮湿状态？	该变化是否在 2 秒内完成？
947	process_033_E2A	transform	Starting at 29.0 seconds, transform the full mountain-forest frame into a low-poly environment style over the next two seconds.	完整的山地森林画面是否转换为低多边形环境风格？	该转换是否在 2 秒内完成？
949	process_034_E1	change	Starting at 13.0 seconds, change the dry paved parking area in the industrial park to a lightly wet state over the next two seconds.	工业园内的铺装停车区是否从干燥变为轻微湿润？	该变化是否在 2 秒内完成？
951	process_034_E2B	transform	Starting at 28.0 seconds, transform the full industrial-park frame into a muted cyan-and-amber cinematic color style over the next two seconds.	完整的工业园画面是否转换为柔和的青色与琥珀色电影调色风格？	该转换是否在 2 秒内完成？
955	process_038_E1	change	Starting at 12.0 seconds, change the cool uneven daylight across the cloudscape to soft warm diffuse light over the next two seconds.	云景中的光线是否从冷调且不均匀的日光变为柔和、温暖的漫射光？	该变化是否在 2 秒内完成？
962	process_041_E2A	change	Starting at 25.0 seconds, change the broad green leaf behind the flower on the right to deep burgundy over the next two seconds.	花朵右后方的宽大叶片是否从绿色变为深酒红色？	该变化是否在 2 秒内完成？
964	process_045_E1	change	Starting at 13.0 seconds, change the visible white plastic chair in the snowy yard to bright blue over the next two seconds.	雪院中可见的塑料椅是否从白色变为亮蓝色？	该变化是否在 2 秒内完成？
966	process_045_E2B	render	Starting at 28.0 seconds, render only the visible black night sky behind the snowbank as a deep-blue pastel illustration over two seconds.	是否仅有雪堆后方可见的黑色夜空被呈现为深蓝色粉彩插画？	该渲染是否在 2 秒内完成？
967	process_046_E1	transform	Starting at 16.0 seconds, transform the full sunset landscape into a translucent watercolor painting style over the next two seconds.	完整的日落景观是否转换为半透明水彩画风格？	该转换是否在 2 秒内完成？
972	process_050_E2B	render	Starting at 20.0 seconds, render only the hanging chrysalis as a detailed clay-animation object over the next two seconds.	是否仅有悬挂的蛹被呈现为细致的黏土动画物体？	该渲染是否在 2 秒内完成？
978	process_052_E2B	change	Starting at 28.0 seconds, change the clean exposed metal rim of the pan to a lightly grease-splattered state over the next two seconds.	锅的洁净裸露金属边缘是否变为带轻微油脂飞溅的状态？	该变化是否在 2 秒内完成？
979	process_056_E1	render	Starting at 13.0 seconds, render only the brown flowerpot in a colorful ceramic-mosaic style over the next two seconds.	是否仅有棕色花盆被呈现为彩色陶瓷马赛克风格？	该渲染是否在 2 秒内完成？
995	process_065_E2A	change	Starting at 29.0 seconds, change the dry upper surfaces of the broad green leaves to a lightly dew-covered state over the next two seconds.	宽大绿叶干燥的上表面是否变为轻微覆盖露水的状态？	该变化是否在 2 秒内完成？
1004	process_071_E2A	transform	Starting at 29.0 seconds, transform the full particle-and-smoke frame into a soft VHS tape style over the next two seconds.	完整的粒子与烟雾画面是否转换为柔和的 VHS 录像带风格？	该转换是否在 2 秒内完成？
1005	process_071_E2B	transform	Starting at 28.0 seconds, transform the full particle-and-smoke frame into a restrained amber monochrome style over the next two seconds.	完整的粒子与烟雾画面是否转换为克制的琥珀色单色风格？	该转换是否在 2 秒内完成？
1008	process_073_E2B	transform	Starting at 28.0 seconds, transform the full residential scene into a richly layered gouache painting style over the next two seconds.	完整住宅场景是否转换为层次丰富的水粉画风格？	该转换是否在 2 秒内完成？
1010	process_074_E2A	change	Starting at 29.0 seconds, change the visible dark metal gantry frame to matte orange over the next two seconds.	可见的金属龙门架是否从深色变为哑光橙色？	该变化是否在 2 秒内完成？
1011	process_074_E2B	render	Starting at 28.0 seconds, render only the laser head and gantry frame in a clean toon-shaded style over the next two seconds.	是否仅有激光头和龙门架被呈现为简洁的卡通着色风格？	该渲染是否在 2 秒内完成？
1012	process_075_E1	change	Starting at 13.0 seconds, change the clear vase beneath the left flower group to translucent pale blue over the next two seconds.	左侧花束下方的透明花瓶是否变为半透明浅蓝色？	该变化是否在 2 秒内完成？
1018	process_078_E1	change	Starting at 13.0 seconds, change the tops of the three orange traffic cones to an evenly thin snow-covered state over two seconds.	三个橙色交通锥的顶部是否都均匀覆盖一层薄雪？	该变化是否在 2 秒内完成？
1020	process_078_E2B	render	Starting at 28.0 seconds, render only the accumulated courtyard snow as softly modeled clay-animation material over the next two seconds.	是否仅有庭院积雪被呈现为柔和塑形的黏土动画材质？	该渲染是否在 2 秒内完成？
1023	process_082_E2B	change	Starting at 29.0 seconds, change the green upper layers to a matte finely textured surface over the next two seconds.	绿色上层是否变为哑光细纹理表面？	该变化是否在 2 秒内完成？
1031	process_086_E2A	change	Starting at 29.0 seconds, change the remaining solid white outer wax to a frosted porous surface over two seconds.	剩余的白色固体外层蜡是否变为磨砂多孔表面？	该变化是否在 2 秒内完成？
1036	process_089_E1	transform	Starting at 14.0 seconds, transform the complete cloud montage into a layered monochrome ink-wash painting over the next two seconds.	完整的云层蒙太奇是否转换为分层单色水墨画？	该转换是否在 2 秒内完成？
1040	process_091_E2A	change	Starting at 29.0 seconds, change the illumination across the visible lake surface to form a narrow bright silver reflection band over two seconds.	可见湖面的照明是否形成一条狭窄明亮的银色反光带？	该变化是否在 2 秒内完成？
1042	process_095_E1	change	Starting at 13.0 seconds, change the submerged porous sachet into a compact round pouch shape over the next two seconds.	浸没的多孔小袋是否变为紧凑的圆形袋状？	该变化是否在 2 秒内完成？
1047	process_097_E2B	render	Starting at 28.0 seconds, render only the three largest foreground lanterns as translucent stained glass over the next two seconds.	是否仅有前景中最大的三盏灯笼被呈现为半透明彩色玻璃？	该渲染是否在 2 秒内完成？
1049	process_100_E2A	change	Starting at 29.0 seconds, change the remaining clear lower liquid to an evenly aerated state with many fine suspended bubbles over two seconds.	剩余的下层透明液体是否变为均匀充气且含有大量细小悬浮气泡的状态？	该变化是否在 2 秒内完成？
1056	process_105_E2B	convert	Starting at 28.0 seconds, convert the complete train-and-hillside sequence into a warm 1970s color-film appearance over two seconds.	完整的列车与山坡序列是否转换为温暖的 20 世纪 70 年代彩色胶片外观？	该转换是否在 2 秒内完成？
1058	process_108_E2A	render	Starting at 29.0 seconds, render only the distant woodland behind the front tree trunks with layered colored-pencil hatching over two seconds.	是否仅有前方树干后的远处林地被呈现为分层彩色铅笔排线风格？	该渲染是否在 2 秒内完成？
1065	process_112_E2B	change	Starting at 28.0 seconds, change only the newly exposed foreground rocks from gray-black to muted rust red over two seconds.	是否仅有新露出的前景岩石从灰黑色变为暗锈红色？	该变化是否在 2 秒内完成？
1066	process_114_E1	change	Starting at 13.0 seconds, change the illumination across the road and fields to soft diffuse golden light over two seconds.	道路和田野上的照明是否变为柔和漫射的金色光？	该变化是否在 2 秒内完成？
1067	process_114_E2A	transform	Starting at 29.0 seconds, transform the complete rural road scene into a textured oil-pastel drawing over the next two seconds.	完整的乡村道路场景是否转换为带纹理的油画棒绘画？	该转换是否在 2 秒内完成？
1070	process_115_E2A	change	Starting at 29.0 seconds, change the accumulated snow on the nearest vehicle roof to a loose granular fluffy state over two seconds.	最近车辆车顶的积雪是否变为松散、颗粒状且蓬松的状态？	该变化是否在 2 秒内完成？
1077	process_117_E2B	render	Starting at 28.0 seconds, render only the visible rainbow arc as translucent stained glass with crisp color bands over two seconds.	是否仅有可见彩虹弧被呈现为带有清晰色带的半透明彩色玻璃？	该渲染是否在 2 秒内完成？
1080	process_119_E2B	apply	Starting at 28.0 seconds, apply a black-and-cyan duotone grade to the complete edited firework sequence over two seconds.	完整的已编辑烟花序列是否应用了黑色与青色双色调分级？	该效果应用是否在 2 秒内完成？
1104	process_137_E2B	change	Starting at 28.0 seconds, change the illumination across the clouds and ridge to soft diffuse peach-colored light over two seconds.	云层和山脊上的照明是否变为柔和漫射的桃色光？	该变化是否在 2 秒内完成？
1105	process_138_E1	change	Starting at 13.0 seconds, change only the detached falling leaves from golden yellow to deep crimson red over two seconds.	是否仅有脱离并飘落的叶片从金黄色变为深绯红色？	该变化是否在 2 秒内完成？
1106	process_138_E2A	apply	Starting at 29.0 seconds, apply a muted navy-and-gold duotone grade to the complete falling-leaf scene over two seconds.	完整的落叶场景是否应用了柔和的海军蓝与金色双色调分级？	该效果应用是否在 2 秒内完成？
1109	process_140_E2A	change	Starting at 29.0 seconds, change the three brightest light curtains to alternating turquoise and pale gold over two seconds.	三条最亮的光幕是否变为绿松石色与浅金色交替排列？	该变化是否在 2 秒内完成？
1119	process_144_E2B	convert	Starting at 28.0 seconds, convert the complete mechanical animation into a low-resolution 1980s wireframe-computer style over two seconds.	完整机械动画是否转换为低分辨率的 20 世纪 80 年代线框计算机风格？	该转换是否在 2 秒内完成？
1121	process_145_E2A	transform	Starting at 29.0 seconds, transform the complete bay and tidal-flat scene into a detailed transparent watercolor painting over two seconds.	完整的海湾与潮滩场景是否转换为细致的透明水彩画？	该转换是否在 2 秒内完成？
1126	process_149_E1	change	Starting at 13.0 seconds, change the red bear-shaped gummy to a frosted finely crystalline surface over two seconds.	红色熊形软糖的表面是否变为磨砂细晶状？	该变化是否在 2 秒内完成？
1131	process_150_E2B	render	Starting at 28.0 seconds, render only the trees and sky behind the red flowers as loose transparent watercolor washes over two seconds.	是否仅有红花后方的树木和天空被呈现为松散的透明水彩晕染？	该渲染是否在 2 秒内完成？
1137	process_157_E2B	render	Starting at 28.0 seconds, render only the visible flames as translucent amber glass sculptures over the next two seconds.	是否仅有可见火焰被呈现为半透明琥珀色玻璃雕塑？	该渲染是否在 2 秒内完成？
1138	process_160_E1	change	Starting at 13.0 seconds, change the purple clustered flowers to ivory white over the next two seconds.	簇生花朵是否从紫色变为象牙白色？	该变化是否在 2 秒内完成？
1145	process_163_E2A	change	Starting at 29.0 seconds, change the visible colored liquid throughout the pitcher from deep blue to emerald green over two seconds.	水壶中所有可见的有色液体是否从深蓝色变为祖母绿色？	该变化是否在 2 秒内完成？
1147	process_164_E1	render	Starting at 17.0 seconds, render only the burner flame as layered translucent paper-cut shapes over two seconds.	是否仅有燃烧器火焰被呈现为分层半透明剪纸形状？	该渲染是否在 2 秒内完成？
1152	process_166_E2B	change	Starting at 28.0 seconds, change the dry matte areas of the board to a fine rough sandstone texture over two seconds.	板面干燥的哑光区域是否变为细腻粗糙的砂岩纹理？	该变化是否在 2 秒内完成？
1158	process_169_E2B	change	Starting at 28.0 seconds, change the four large circular cavity rims to smooth satin-gray metal surfaces over two seconds.	四个大型圆形腔体边缘是否变为光滑的缎面灰色金属表面？	该变化是否在 2 秒内完成？
1167	process_179_E2B	transform	Starting at 28.0 seconds, transform the complete coastline scene into a detailed gouache landscape painting over two seconds.	完整海岸线场景是否转换为细致的水粉风景画？	该转换是否在 2 秒内完成？
1169	process_180_E2A	change	Starting at 29.0 seconds, change the illumination on the white flower corolla to soft diffuse warm light over two seconds.	白色花冠上的照明是否变为柔和漫射的暖光？	该变化是否在 2 秒内完成？
1173	process_182_E2B	apply	Starting at 28.0 seconds, apply a charcoal-black and mint-green duotone grade to the complete aurora-like scene over two seconds.	完整的类极光场景是否应用了炭黑色与薄荷绿色双色调分级？	该效果应用是否在 2 秒内完成？
1176	process_183_E2B	change	Starting at 29.0 seconds, change the visible bright crescent of the moon from white to vivid orange over two seconds.	月亮可见的明亮月牙是否从白色变为鲜橙色？	该变化是否在 2 秒内完成？
1179	process_184_E2B	render	Starting at 28.0 seconds, render only the autumn woods behind the stream as layered sepia ink wash over two seconds.	是否仅有溪流后方的秋季树林被呈现为分层棕褐色水墨？	该渲染是否在 2 秒内完成？
1185	process_189_E2B	convert	Starting at 28.0 seconds, convert the complete lantern-ascent sequence into a warm grainy 1970s color-film appearance over two seconds.	完整的灯笼上升序列是否转换为温暖、带颗粒的 20 世纪 70 年代彩色胶片外观？	该转换是否在 2 秒内完成？
1187	process_190_E2A	change	Starting at 29.0 seconds, change the largest visible dark animal to a long shaggy coat over two seconds.	最大且可见的深色动物是否长出长而蓬乱的皮毛？	该变化是否在 2 秒内完成？
1188	process_190_E2B	transform	Starting at 28.0 seconds, transform the complete grassland herd scene into a detailed gouache wildlife painting over two seconds.	完整的草原兽群场景是否转换为细致的水粉野生动物画？	该转换是否在 2 秒内完成？
1203	scene_002_E2B	shift	Starting at 32.5 seconds, shift the visible non-text surfaces of the high-rise buildings to a uniform soft amber finish over two seconds.	高层建筑可见的非文字表面是否变为均匀柔和的琥珀色饰面？	该变化是否在 2 秒内完成？
1216	scene_013_E1	shift	Starting at 14.5 seconds, shift the visible non-text surfaces of the trees to a uniform cool silver-gray finish over two seconds.	树木可见的非文字表面是否变为均匀的冷银灰色饰面？	该变化是否在 2 秒内完成？
1230	scene_020_E2B	render	Starting at 31.5 seconds, render only the lawn with a restrained watercolor-wash treatment over two seconds.	是否仅有草坪被呈现为克制的水彩晕染风格？	该渲染是否在 2 秒内完成？
1233	scene_022_E2B	shift	Starting at 26.5 seconds, shift the visible non-text surfaces of the unmarked stairwell wall surfaces to a uniform cool silver-gray finish over two seconds.	无标记楼梯间墙面的可见非文字表面是否变为均匀的冷银灰色饰面？	该变化是否在 2 秒内完成？
1237	scene_024_E1	change	Starting at 14.5 seconds, change the visible outdoor weather to light broken-cloud conditions over three seconds.	可见室外天气是否变为轻度多云、云层间断的状态？	该变化是否在 3 秒内完成？
1243	scene_032_E1	shift	Starting at 11.5 seconds, shift the visible non-text surfaces of the wooden wardrobe doors to a uniform soft amber finish over two seconds.	木质衣柜门可见的非文字表面是否变为均匀柔和的琥珀色饰面？	该变化是否在 2 秒内完成？
1247	scene_035_E2A	render	Starting at 25.5 seconds, render only the bridge's unmarked stone surface with a low-poly architectural rendering treatment over two seconds.	是否仅有桥梁无标记的石质表面被呈现为低多边形建筑渲染风格？	该渲染是否在 2 秒内完成？
1251	scene_036_E2B	shift	Starting at 28.5 seconds, shift the visible non-text surfaces of the ground surface to a uniform muted teal finish over two seconds.	地面可见的非文字表面是否变为均匀柔和的蓝绿色饰面？	该变化是否在 2 秒内完成？
1257	scene_039_E2B	render	Starting at 31.5 seconds, render the full visible indoor performance venue as a restrained watercolor illustration over three seconds.	完整可见的室内表演场地是否被呈现为克制的水彩插画？	该渲染是否在 3 秒内完成？
1263	scene_041_E2B	render	Starting at 29.5 seconds, render the full visible scene as a restrained watercolor illustration over three seconds.	完整可见场景是否被呈现为克制的水彩插画？	该渲染是否在 3 秒内完成？
1267	scene_043_E1	shift	Starting at 19.0 seconds, shift the visible non-text surfaces of the railings to a uniform cool silver-gray finish over two seconds.	栏杆可见的非文字表面是否变为均匀的冷银灰色饰面？	该变化是否在 2 秒内完成？
1276	scene_049_E1	shift	Starting at 19.0 seconds, shift the visible non-text surfaces of the unmarked shop-canopy fabric to a uniform cool silver-gray finish over two seconds.	无标记店铺雨篷织物的可见非文字表面是否变为均匀的冷银灰色饰面？	该变化是否在 2 秒内完成？
1282	scene_054_E1	change	Starting at 14.5 seconds, change the weather above the open campus lawn to light broken-cloud conditions over three seconds.	开放校园草坪上方的天气是否变为轻度多云、云层间断的状态？	该变化是否在 3 秒内完成？
1284	scene_054_E2B	render	Starting at 29.5 seconds, render the full visible campus lawn and curved road as a restrained watercolor illustration over three seconds.	完整可见的校园草坪和弯曲道路是否被呈现为克制的水彩插画？	该渲染是否在 3 秒内完成？
1290	scene_057_E2B	render	Starting at 27.5 seconds, render the full visible scene as a restrained watercolor illustration over three seconds.	完整可见场景是否被呈现为克制的水彩插画？	该渲染是否在 3 秒内完成？
1293	scene_061_E2B	render	Starting at 30.5 seconds, render only the unmarked roadside guardrail with a low-poly architectural rendering treatment over two seconds.	是否仅有无标记的路边护栏被呈现为低多边形建筑渲染风格？	该渲染是否在 2 秒内完成？
1294	scene_062_E1	shift	Starting at 14.5 seconds, shift the visible non-text surfaces of the stools to a uniform soft amber finish over two seconds.	凳子可见的非文字表面是否变为均匀柔和的琥珀色饰面？	该变化是否在 2 秒内完成？
1297	scene_064_E1	change	Starting at 18.5 seconds, change the visible outdoor weather to light broken-cloud conditions over three seconds.	可见室外天气是否变为轻度多云、云层间断的状态？	该变化是否在 3 秒内完成？
1299	scene_064_E2B	render	Starting at 33.5 seconds, render only the covered walkway columns with a low-poly architectural rendering treatment over two seconds.	是否仅有有顶步道的柱子被呈现为低多边形建筑渲染风格？	该渲染是否在 2 秒内完成？
1300	scene_065_E1	change	Starting at 14.5 seconds, change the visible outdoor weather to thin overcast conditions over three seconds.	可见室外天气是否变为薄云阴天状态？	该变化是否在 3 秒内完成？
1306	scene_067_E1	shift	Starting at 16.5 seconds, shift the visible non-text surfaces of the unmarked wooden court floor to a uniform cool silver-gray finish over two seconds.	无标记木质球场地面的可见非文字表面是否变为均匀的冷银灰色饰面？	该变化是否在 2 秒内完成？
1312	scene_074_E1	shift	Starting at 11.5 seconds, shift the visible non-text surfaces of the lawn to a uniform soft amber finish over two seconds.	草坪可见的非文字表面是否变为均匀柔和的琥珀色饰面？	该变化是否在 2 秒内完成？
1315	scene_079_E1	shift	Starting at 14.5 seconds, shift the visible non-text surfaces of the ground surface to a uniform cool silver-gray finish over two seconds.	地面可见的非文字表面是否变为均匀的冷银灰色饰面？	该变化是否在 2 秒内完成？
1318	scene_080_E1	shift	Starting at 11.5 seconds, shift the temple-complex lawn's visible non-text surfaces to a uniform soft amber finish over two seconds.	寺庙建筑群草坪可见的非文字表面是否变为均匀柔和的琥珀色饰面？	该变化是否在 2 秒内完成？
1321	scene_082_E1	shift	Starting at 14.5 seconds, shift the visible non-text surfaces of the unmarked pedestrian-lane paving to a uniform cool silver-gray finish over two seconds.	无标记步行道铺装的可见非文字表面是否变为均匀的冷银灰色饰面？	该变化是否在 2 秒内完成？
1324	scene_084_E1	shift	Starting at 7.5 seconds, shift the canal water to a uniform clearer blue-green appearance over two seconds.	运河水是否变为均匀且更清澈的蓝绿色外观？	该变化是否在 2 秒内完成？
1327	scene_085_E1	shift	Starting at 14.5 seconds, shift the unmarked plaza paving to a uniform warm-gray appearance over two seconds.	无标记广场铺装是否变为均匀的暖灰色外观？	该变化是否在 2 秒内完成？
1333	scene_088_E1	change	Starting at 14.5 seconds, change the nearest visible voxel house to an old, visibly weathered state over two seconds.	最近的可见体素房屋是否变得老旧且明显风化？	该变化是否在 2 秒内完成？
1336	scene_090_E1	shift	Starting at 15.0 seconds, shift the unmarked mall floor to a uniform neutral light-gray appearance over two seconds.	无标记商场地面是否变为均匀的中性浅灰色外观？	该变化是否在 2 秒内完成？
1339	scene_091_E1	shift	Starting at 13.5 seconds, shift the unmarked cream wall panels to a uniform pale-gray appearance over two seconds.	无标记奶油色墙板是否变为均匀的浅灰色外观？	该变化是否在 2 秒内完成？
1340	scene_091_E2A	render	Starting at 26.5 seconds, render only one ordinary atrium column with a low-poly architectural rendering treatment over two seconds.	是否仅有一根普通中庭柱被呈现为低多边形建筑渲染风格？	该渲染是否在 2 秒内完成？
1345	scene_097_E1	shift	Starting at 13.5 seconds, shift the open lawn to a uniform deeper natural green over two seconds.	开放草坪是否变为均匀且更深的自然绿色？	该变化是否在 2 秒内完成？
1353	scene_102_E2B	render	Starting at 28.5 seconds, render the full visible open-sea motorboat scene as a restrained watercolor illustration over three seconds.	完整可见的开阔海面摩托艇场景是否被呈现为克制的水彩插画？	该渲染是否在 3 秒内完成？
1356	scene_103_E2B	render	Starting at 30.5 seconds, render the full visible scene as a restrained watercolor illustration over three seconds.	完整可见场景是否被呈现为克制的水彩插画？	该渲染是否在 3 秒内完成？
1357	scene_104_E1	shift	Starting at 14.5 seconds, shift the unmarked market-aisle floor to neutral charcoal over two seconds.	无标记市场过道地面是否变为中性炭灰色？	该变化是否在 2 秒内完成？
1359	scene_104_E2B	render	Starting at 29.5 seconds, render the full visible indoor food-market aisle as a restrained watercolor illustration over three seconds.	完整可见的室内食品市场过道是否被呈现为克制的水彩插画？	该渲染是否在 3 秒内完成？
1361	scene_105_E2A	render	Starting at 29.5 seconds, render one exposed sand-bottom patch with restrained stippled watercolor texture over two seconds.	一处裸露沙底区域是否被呈现为克制的点描水彩纹理？	该渲染是否在 2 秒内完成？
1362	scene_105_E2B	render	Starting at 29.5 seconds, render the full visible shark aquarium scene as a restrained watercolor illustration over three seconds.	完整可见的鲨鱼水族箱场景是否被呈现为克制的水彩插画？	该渲染是否在 3 秒内完成？
1366	scene_110_E1	shift	Starting at 13.5 seconds, shift the unmarked enclosure grass to a deeper natural green over two seconds.	无标记围栏草地是否变为更深的自然绿色？	该变化是否在 2 秒内完成？
1371	scene_111_E2B	render	Starting at 29.5 seconds, render one clear sand patch outside the ATV routes with restrained pastel texture over two seconds.	全地形车路线外的一处清晰沙地区域是否被呈现为克制的粉彩纹理？	该渲染是否在 2 秒内完成？
1373	scene_113_E2A	render	Starting at 29.5 seconds, render one plain dark soft-sided bag on the ground in a matte low-poly style over two seconds.	地面上的一个普通深色软边袋是否被呈现为哑光低多边形风格？	该渲染是否在 2 秒内完成？
1377	scene_119_E2B	render	Starting at 29.5 seconds, render the full visible kitchen with the large crocodilian as a restrained watercolor illustration over three seconds.	包含大型鳄鱼状动物的完整可见厨房是否被呈现为克制的水彩插画？	该渲染是否在 3 秒内完成？
1380	scene_120_E2B	render	Starting at 29.5 seconds, render the full visible coral-reef scene as a restrained watercolor illustration over three seconds.	完整可见的珊瑚礁场景是否被呈现为克制的水彩插画？	该渲染是否在 3 秒内完成？
1382	scene_123_E2A	render	Starting at 26.5 seconds, render one unmarked wooden park bench in a restrained low-poly furniture style over two seconds.	一张无标记木质公园长椅是否被呈现为克制的低多边形家具风格？	该渲染是否在 2 秒内完成？
1389	scene_126_E2B	render	Starting at 29.5 seconds, render the full visible elevated-highway traffic scene as a restrained watercolor illustration over three seconds.	完整可见的高架公路交通场景是否被呈现为克制的水彩插画？	该渲染是否在 3 秒内完成？
1392	scene_128_E2B	render	Starting at 29.5 seconds, render the full visible scene as 1990s documentary film over three seconds with mild analog grain.	完整可见场景是否被呈现为带轻微模拟颗粒的 20 世纪 90 年代纪录片胶片风格？	该渲染是否在 3 秒内完成？
1398	scene_134_E2B	render	Starting at 28.5 seconds, render the full visible scene as 1990s documentary film over three seconds with mild analog grain.	完整可见场景是否被呈现为带轻微模拟颗粒的 20 世纪 90 年代纪录片胶片风格？	该渲染是否在 3 秒内完成？
1399	scene_135_E1	change	Starting at 14.5 seconds, change the temple-garden overcast to softly layered thin-cloud coverage over three seconds.	寺庙花园的阴天天气是否变为柔和分层的薄云覆盖？	该变化是否在 3 秒内完成？
1404	scene_136_E2B	render	Starting at 30.5 seconds, render the full visible scene as 1990s documentary film over three seconds with mild analog grain.	完整可见场景是否被呈现为带轻微模拟颗粒的 20 世纪 90 年代纪录片胶片风格？	该渲染是否在 3 秒内完成？
1409	scene_139_E2A	render	Starting at 29.5 seconds, render one unobstructed foreground rock surface in a dry-brush gouache style over two seconds.	一处无遮挡的前景岩石表面是否被呈现为干笔水粉风格？	该渲染是否在 2 秒内完成？
1410	scene_139_E2B	render	Starting at 26.5 seconds, render the full visible sunrise mountain summit as 1990s documentary film over three seconds with mild analog grain.	完整可见的日出山顶场景是否被呈现为带轻微模拟颗粒的 20 世纪 90 年代纪录片胶片风格？	该渲染是否在 3 秒内完成？
1412	scene_141_E2A	render	Starting at 26.5 seconds, render only the nearest weathered wooden mooring post in a restrained ink-wash style over 2.5 seconds.	是否仅有最近的风化木质系泊桩被呈现为克制的水墨风格？	该渲染是否在 2.5 秒内完成？
1419	scene_146_E2B	apply	Starting at 26.5 seconds, apply a crisp monochrome graphic treatment across the full visible table-tennis match over 2.5 seconds.	完整可见的乒乓球比赛是否应用了清晰的单色图形化处理？	该效果应用是否在 2.5 秒内完成？
1422	scene_147_E2B	apply	Starting at 24.5 seconds, apply a subdued warm documentary color grade across the full visible temple-to-street scene over 2.5 seconds.	完整可见的寺庙至街道场景是否应用了柔和的暖色纪录片调色？	该效果应用是否在 2.5 秒内完成？
1425	scene_148_E2B	apply	Starting at 26.5 seconds, apply a cool low-saturation color treatment across the full visible garden-to-street scene over 2.5 seconds.	完整可见的花园至街道场景是否应用了冷调低饱和度色彩处理？	该效果应用是否在 2.5 秒内完成？
