global_index	edit_id	verb	original_en	result_zh	time_zh
1782	synthetic_embodied_094_E2B	make	At 29.5 seconds, make the observer take two short backward steps inside the viewing platform over four seconds.	观察者是否于观景平台内向后迈两个短步？	该结果是否在 4 秒内实现？
1788	synthetic_embodied_096_E2B	move	At 28 seconds, move the viewpoint through a short rightward arc around the held laboratory tube over three seconds.	视点是否绕手持实验室试管沿短距离弧线向右移动？	该移动是否在 3 秒内完成？
1793	synthetic_embodied_098_E2A	make	At 26.5 seconds, make both hands raise the wheelbarrow handles in two short upward pulses over three seconds.	双手是否以两次短促向上动作抬起手推车把手？	该结果是否在 3 秒内实现？
1794	synthetic_embodied_098_E2B	move	At 29.5 seconds, move the viewpoint slightly leftward past the raised wheelbarrow tray over three seconds.	视点是否从抬起的手推车车斗旁稍微向左移动？	该移动是否在 3 秒内完成？
1797	synthetic_embodied_099_E2B	make	At 29.5 seconds, make the tray carrier take two short backward steps from the meeting table over four seconds.	托盘携带者是否从会议桌旁向后迈两个短步？	该结果是否在 4 秒内实现？
1803	synthetic_human_001_E2B	make	At 25.5 seconds, make the woman gradually form a warm smile over the next three seconds.	女子是否逐渐露出温暖的微笑？	该结果是否在 3 秒内实现？
1809	synthetic_human_003_E2B	make	At 26.0 seconds, make the older woman gradually form a broad smile over the next four seconds.	年长女子是否逐渐露出灿烂笑容？	该结果是否在 4 秒内实现？
1831	synthetic_human_011_E1	make	Starting at 12.5 seconds, make the goalkeeper straighten his torso from the forward lean to an upright posture over four seconds.	守门员是否将前倾的躯干挺直到直立姿势？	该结果是否在 4 秒内实现？
1842	synthetic_human_014_E2B	make	At 25.5 seconds, make the woman straighten her shoulders and upper torso from the existing forward lean over three seconds.	女子是否将原本前倾的双肩和上身挺直？	该结果是否在 3 秒内实现？
1848	synthetic_human_016_E2B	make	At 27.0 seconds, make the cook gradually form a broad satisfied smile over the next four seconds.	厨师是否逐渐露出满意的灿烂笑容？	该结果是否在 4 秒内实现？
1853	synthetic_human_018_E2A	make	Starting at 31.5 seconds, make the photographer turn the lens focus ring clockwise through one full rotation over three seconds.	摄影师是否将镜头对焦环顺时针旋转完整一圈？	该结果是否在 3 秒内实现？
1859	synthetic_human_020_E2A	make	At 30.0 seconds, make the woodworker gradually form a soft smile over the next four seconds.	木工是否逐渐露出柔和的微笑？	该结果是否在 4 秒内实现？
1867	synthetic_human_023_E1	make	At 12.5 seconds, make the cafe woman gradually form a small closed-lip smile over the next three seconds.	咖啡馆中的女子是否逐渐露出轻微的闭唇微笑？	该结果是否在 3 秒内实现？
1875	synthetic_human_025_E2B	make	At 26.0 seconds, make the woman pruning the bonsai gradually form a gentle focused smile over the next three seconds.	正在修剪盆景的女子是否逐渐露出温和而专注的微笑？	该结果是否在 3 秒内实现？
1879	synthetic_human_027_E1	make	At 12.5 seconds, make the woman beside the window gradually form a small relaxed smile over the next three seconds.	窗边女子是否逐渐露出轻微而放松的微笑？	该结果是否在 3 秒内实现？
1882	synthetic_human_028_E1	make	At 12.5 seconds, make the seated man draw both shoulders back and straighten his upper torso over four seconds.	坐着的男子是否将双肩向后收并挺直上身？	该结果是否在 4 秒内实现？
1889	synthetic_human_030_E2A	make	Starting at 29.5 seconds, make the pale curtain in the right background billow inward and outward twice over four seconds.	右侧背景中的浅色窗帘是否向内和向外鼓动两次？	该结果是否在 4 秒内实现？
1903	synthetic_human_035_E1	make	Starting at 12.5 seconds, make the man's right index finger tap the silver tie clip twice over two and a half seconds.	男子右手食指是否轻敲银色领带夹两次？	该结果是否在 2.5 秒内实现？
1912	synthetic_human_038_E1	make	At 12.5 seconds, make the woman tending seedlings gradually form a gentle smile over the next three seconds.	照料幼苗的女子是否逐渐露出温和的微笑？	该结果是否在 3 秒内实现？
1916	synthetic_human_039_E2A	make	At 30.0 seconds, make the man beside the sea gradually form a relaxed closed-lip smile over the next three seconds.	海边男子是否逐渐露出放松的闭唇微笑？	该结果是否在 3 秒内实现？
1919	synthetic_human_040_E2A	make	Starting at 29.0 seconds, make both hands rotate the chain pocket watch clockwise through one full turn over three seconds.	双手是否将带链怀表顺时针旋转完整一圈？	该结果是否在 3 秒内实现？
1920	synthetic_human_040_E2B	begin	Starting at 25.0 seconds, begin lifting the chain pocket watch and bring it fully into the raised inspection position by 28.0 seconds.	带链怀表是否被完全抬到升高的检查位置？	该动作是否在 3 秒内完成？
1926	synthetic_human_042_E2B	give	Starting at 25.5 seconds, give the visible skin on the practitioner's face and hands a subtle warm bronze tone over two seconds.	练习者面部和双手的可见皮肤是否呈现微妙的暖青铜色调？	该变化是否在 2 秒内完成？
1935	synthetic_human_045_E2B	make	Starting at 25.5 seconds, make the tai chi practitioner complete one slow clockwise turn in the wide stance within five seconds.	太极练习者是否保持宽站姿并缓慢顺时针转一整圈？	该结果是否在 5 秒内实现？
1940	synthetic_human_047_E2A	give	Starting at 29.0 seconds, give the warehouse worker's two clearly visible hands a subtle warm tan over two seconds.	仓库工人两只清晰可见的手是否呈现微妙的暖棕肤色？	该变化是否在 2 秒内完成？
1945	synthetic_human_049_E1	make	At 12.5 seconds, make the seated older woman gradually form a gentle closed-lip smile over the next three seconds.	坐着的年长女子是否逐渐露出温和的闭唇微笑？	该结果是否在 3 秒内实现？
1953	synthetic_human_051_E2B	make	At 25.5 seconds, make the woman seated on the right gradually form a small closed-lip smile over the next three seconds.	坐在右侧的女子是否逐渐露出轻微的闭唇微笑？	该结果是否在 3 秒内实现？
1967	synthetic_human_056_E2A	make	At 29.0 seconds, make the seated woman draw her shoulders back and straighten her upper torso over four seconds.	坐着的女子是否将双肩向后收并挺直上身？	该结果是否在 4 秒内实现？
1984	synthetic_human_062_E1	make	Starting at 11.5 seconds, make the woman at the waterfront gradually form a relaxed closed-lip smile over three seconds.	滨水区的女子是否逐渐露出放松的闭唇微笑？	该结果是否在 3 秒内实现？
1990	synthetic_human_064_E1	make	Starting at 13.5 seconds, make the woman seated on the right gradually form a small closed-lip smile over three seconds.	坐在右侧的女子是否逐渐露出轻微的闭唇微笑？	该结果是否在 3 秒内实现？
2000	synthetic_human_067_E2A	dolly	Beginning at 33.0 seconds, dolly the camera smoothly one meter toward the two seated women over three seconds.	镜头是否平滑地向两名坐着的女子推进 1 米？	该镜头移动是否在 3 秒内完成？
2009	synthetic_human_070_E2A	make	Starting at 30.0 seconds, make the seated salon client gradually form a small satisfied closed-lip smile over three seconds.	坐着的沙龙顾客是否逐渐露出轻微而满意的闭唇微笑？	该结果是否在 3 秒内实现？
2015	synthetic_human_072_E2A	add	Starting at 30.5 seconds, add soft warm frontal fill light across both women's faces and upper bodies over two and a half seconds.	两名女子的面部和上半身是否获得柔和暖色正面补光？	该添加是否在 2.5 秒内完成？
2019	synthetic_human_073_E2B	make	Starting at 26.0 seconds, make the woman on the right gradually form a warm closed-lip smile over three seconds.	右侧女子是否逐渐露出温暖的闭唇微笑？	该结果是否在 3 秒内实现？
2111	synthetic_object_004_E2A	add	Starting at 28.0 seconds, add a warm golden rim light along the horse's visible outer silhouette over two seconds.	马可见的外轮廓是否添加温暖的金色轮廓光？	该添加是否在 2 秒内完成？
2131	synthetic_object_011_E1	turn	Starting at 16.5 seconds, turn the giraffe's head and upper neck to face the camera over the next 1.5 seconds.	长颈鹿的头部和上颈是否转向镜头？	该转向是否在 1.5 秒内完成？
2162	synthetic_object_021_E2A	grade	Starting at 31 seconds, grade the full wet mountain-road scene with cool cyan-and-silver tones over the next two seconds.	整个湿滑山路场景是否呈现冷青色与银色调？	该调色是否在 2 秒内完成？
2167	synthetic_object_023_E1	make	Starting at 14 seconds, make the two visible closed side doors on the bus swing fully open over the next two seconds.	公交车上两扇可见的关闭侧门是否都完全打开？	该结果是否在 2 秒内实现？
2176	synthetic_object_026_E1	make	Starting at 14.5 seconds, make the freight train decelerate smoothly to a complete stop along the curved track over four seconds.	货运列车是否沿弯曲轨道平滑减速并完全停止？	该结果是否在 4 秒内实现？
2192	synthetic_object_031_E2A	make	Starting at 32 seconds, make the visible roadside tree branches sway back and forth through two broad wind-driven arcs over five seconds.	可见的路边树枝是否受风驱动大幅来回摆动两次？	该结果是否在 5 秒内实现？
2209	synthetic_object_037_E1	make	Starting at 12.5 seconds, make two broad diagonal ripple fronts travel across the lake toward the shore over five seconds.	两道宽阔的斜向波纹前沿是否横穿湖面并向岸边传播？	该结果是否在 5 秒内实现？
2220	synthetic_object_040_E2B	raise	Starting at 28 seconds, raise the camera smoothly into a high rear tracking view above the trolleybus over five seconds.	镜头是否平滑抬高到无轨电车上方的高位后方跟拍视角？	该升高是否在 5 秒内完成？
2229	synthetic_object_043_E2B	coat	Starting at 20 seconds, coat the uppermost visible blue container row with a thin layer of frost over two seconds.	最上方可见的蓝色集装箱一排是否覆上一层薄霜？	该涂覆是否在 2 秒内完成？
2232	synthetic_object_044_E2B	compress	Starting at 25.5 seconds, compress and flatten the front section of the tugboat's thick black bow fender over two seconds.	拖船厚实黑色船首护舷的前段是否被压缩并压平？	该压缩是否在 2 秒内完成？
2233	synthetic_object_045_E1	make	Starting at 12.5 seconds, make the catamaran's forward sail flap outward and return twice over four seconds.	双体船前帆是否向外摆动并返回两次？	该结果是否在 4 秒内实现？
2278	synthetic_object_060_E1	bend	Starting at 13.5 seconds, bend the underwater vehicle's near-side yellow wingtip visibly upward over the next two seconds.	水下航行器近侧黄色翼尖是否明显向上弯曲？	该弯曲是否在 2 秒内完成？
2281	synthetic_object_061_E1	illuminate	Starting at 12 seconds, illuminate the gripped metal gear with a cool circular inspection light over the next two seconds.	被夹持的金属齿轮是否由冷色圆形检查灯照亮？	该照明是否在 2 秒内完成？
2295	synthetic_object_065_E2B	line	Starting at 25.5 seconds, line the machining enclosure's light-gray rear wall with dark-blue oil-resistant panels over two seconds.	加工舱浅灰色后墙是否铺设深蓝色耐油面板？	该铺设是否在 2 秒内完成？
2314	synthetic_object_072_E1	make	Starting at 13.5 seconds, make the overhead spray jets sweep left and right across the plates twice over five seconds.	上方喷淋水柱是否横跨盘子左右扫动两次？	该结果是否在 5 秒内实现？
2316	synthetic_object_072_E2B	move	Starting at 25.5 seconds, move the camera smoothly from the rightmost plate to the leftmost plate over five seconds.	镜头是否从最右侧盘子平滑移动到最左侧盘子？	该移动是否在 5 秒内完成？
2380	synthetic_object_094_E1	make	Starting at 16 seconds, make the extended yellow measuring tape slack with two broad downward bends over the next two seconds.	伸出的黄色卷尺是否变松并形成两个宽阔的向下弯曲？	该结果是否在 2 秒内实现？
2384	synthetic_object_095_E2A	coat	Starting at 35.5 seconds, coat the scissors' visible outer silver ring handle in glossy bright red enamel over two seconds.	剪刀可见的外侧银色环形手柄是否涂上亮面鲜红色搪瓷？	该涂覆是否在 2 秒内完成？
2402	synthetic_process_001_E2A	make	Starting at 25.5 seconds, make the foreground grass bend rightward in three traveling wind waves over five seconds.	前景草地是否随三道传播的风浪向右弯曲？	该结果是否在 5 秒内实现？
2407	synthetic_process_003_E1	add	Starting at 14.5 seconds, add a warm low sidelight across the left third of the grass field over two seconds.	草地左侧三分之一区域是否添加温暖的低角度侧光？	该添加是否在 2 秒内完成？
2419	synthetic_process_007_E1	advance	Starting at 12.0 seconds, advance the rainbow until a continuous saturated arc spans the landscape by 16.5 seconds.	一条连续饱和的彩虹弧线是否形成并横跨景观？	该推进是否在 4.5 秒内完成？
2423	synthetic_process_008_E2A	make	Starting at 22.5 seconds, make dense black smoke begin rising from the burning tree crown within one second.	浓密黑烟是否开始从燃烧的树冠升起？	该结果是否在 1 秒内实现？
2437	synthetic_process_013_E1	smoothly	Starting at 14.5 seconds, smoothly zoom in on the brightest central aurora band over five seconds.	镜头是否平滑拉近并聚焦于最明亮的中央极光带？	该镜头变焦是否在 5 秒内完成？
2439	synthetic_process_013_E2B	make	Starting at 29.0 seconds, make the visible aurora bands ripple upward in three successive waves over five seconds.	可见的极光带是否分三道连续波浪向上起伏？	该结果是否在 5 秒内实现？
2453	synthetic_process_018_E2A	make	Starting at 27.0 seconds, make the dust wall's upper edge curl upward in three rolling waves over five seconds.	沙尘墙的上缘是否以三道翻滚波浪向上卷曲？	该结果是否在 5 秒内实现？
2463	synthetic_process_021_E2B	make	Starting at 28.5 seconds, make the dark cloud layer's lower edge send three ripples from right to left over five seconds.	暗色云层的下缘是否由右向左传出三道波纹？	该结果是否在 5 秒内实现？
2466	synthetic_process_022_E2B	add	Starting at 28.5 seconds, add warm low sidelight to the left-shore building and nearest tree crowns over two seconds.	左岸建筑和最近的树冠是否被添加暖色低角度侧光？	该添加是否在 2 秒内完成？
2489	synthetic_process_030_E2A	make	Starting at 28.5 seconds, make three fog tendrils along the upper boundary curl upward one after another over five seconds.	上部边界沿线的三缕雾气是否依次向上卷曲？	该结果是否在 5 秒内实现？
2498	synthetic_process_033_E2A	make	Starting at 29.0 seconds, make the descending amber strand trace one small clockwise circle around the pool center over five seconds.	向下流动的琥珀色液柱是否围绕液池中心顺时针画一个小圆圈？	该结果是否在 5 秒内实现？
2512	synthetic_process_038_E1	make	Starting at 14.0 seconds, make the single central fountain jet bend left and right twice over five seconds.	中央单股喷泉水柱是否左右弯曲 2 次？	该结果是否在 5 秒内实现？
2525	synthetic_process_042_E2A	split	Starting at 29.0 seconds, split the single red-blue interface spiral into two nested spiral arms over two seconds.	单条红蓝界面螺旋是否分成两条嵌套的螺旋臂？	该分裂是否在 2 秒内完成？
2538	synthetic_process_046_E2B	make	Starting at 28.5 seconds, make three concentric ripple rings travel outward across the brown liquid pool over five seconds.	三道同心波纹环是否向外传播并越过棕色液池？	该结果是否在 5 秒内实现？
2540	synthetic_process_047_E2A	make	Starting at 29.0 seconds, make three surface ripple rings expand outward successively from the mold center over five seconds.	三道表面波纹环是否依次从模具中心向外扩散？	该结果是否在 5 秒内实现？
2556	synthetic_process_052_E2B	make	Starting at 28.5 seconds, make the largest visible surface bubble complete one clockwise orbit around the pan center over five seconds.	可见的最大表面气泡是否绕锅中心顺时针运行一周？	该结果是否在 5 秒内实现？
2571	synthetic_process_057_E2B	make	Starting at 28.5 seconds, make the two central surface bubbles complete one clockwise orbit around their shared midpoint over five seconds.	中央两个表面气泡是否围绕它们的共同中点顺时针运行一周？	该结果是否在 5 秒内实现？
2591	synthetic_process_064_E2A	split	Starting at 29.0 seconds, split the black wrapping layer into separate upper and lower bands over two seconds.	黑色包裹层是否分成彼此分离的上、下两条带？	该分裂是否在 2 秒内完成？
2602	synthetic_process_068_E1	rotate	Starting at 15.0 seconds, rotate the four foreground fruits a quarter-turn in alternating directions over five seconds.	前景中的四个果实是否以交替方向各旋转四分之一圈？	该旋转是否在 5 秒内完成？
2655	synthetic_process_085_E2B	make	Starting at 27.5 seconds, make two broad foam waves travel clockwise around the whisk over five seconds.	两道宽阔泡沫波是否围绕打蛋器顺时针传播？	该结果是否在 5 秒内实现？
2659	synthetic_process_087_E1	make	Starting at 18.5 seconds, make the worker move the metal trowel through three left-to-right spreading passes over five seconds.	工人是否使用金属抹子完成三次从左向右的铺抹动作？	该结果是否在 5 秒内实现？
2664	synthetic_process_088_E2B	make	Starting at 28.5 seconds, make the right hand circle twice above the central puzzle gap over four seconds.	右手是否于中央拼图缺口上方绕圈两次？	该结果是否在 4 秒内实现？
2675	synthetic_process_092_E2A	make	Starting at 28.0 seconds, make the right hand pull the active weaving strip outward in two steady tugs over five seconds.	右手是否以两次平稳拉动将正在编织的条带向外拉？	该结果是否在 5 秒内实现？
2687	synthetic_process_096_E2A	make	Starting at 27.0 seconds, make the gloved hand trace two complete clockwise circles around the central yellow disc over five seconds.	戴手套的手是否围绕中央黄色圆盘顺时针完整画两圈？	该结果是否在 5 秒内实现？
2699	synthetic_process_100_E2A	make	Starting at 28.0 seconds, make the left-side black pump rock gently forward and backward twice over five seconds.	左侧黑色泵是否轻柔地前后摇动 2 次？	该结果是否在 5 秒内实现？
2724	synthetic_scene_008_E2B	freeze	Starting at 20.5 seconds, freeze the visible pool water into a continuous pale-blue ice surface over four seconds.	可见的泳池水是否冻结成连续的浅蓝色冰面？	该冻结是否在 4 秒内完成？
2748	synthetic_scene_016_E2B	make	Starting at 30.0 seconds, make the entrance mat's near edge lift and settle through three gentle arcs over five seconds.	入口地垫的近侧边缘是否经过三次轻柔弧形起伏后落回？	该结果是否在 5 秒内实现？
2773	synthetic_scene_025_E1	make	Starting at 13.0 seconds, make the stopped bus's nearest visible folding door open steadily over four seconds.	停靠公交车最近的可见折叠门是否平稳打开？	该结果是否在 4 秒内实现？
2774	synthetic_scene_025_E2A	freeze	Starting at 29.0 seconds, freeze the clearly visible platform-sidewalk puddles into thin translucent ice patches over three seconds.	站台人行道上清晰可见的水洼是否冻结成薄而半透明的冰面斑块？	该冻结是否在 3 秒内完成？
2858	synthetic_scene_053_E2A	increase	Starting at 29.0 seconds, increase the right round softbox illumination evenly across the studio backdrop over two and a half seconds.	右侧圆形柔光箱投射在影棚背景上的照明是否均匀增强？	该增加是否在 2.5 秒内完成？
2868	synthetic_scene_056_E2B	freeze	Starting at 27.0 seconds, freeze the visible marina water into a continuous translucent blue-gray ice sheet over four seconds.	码头内可见的水面是否冻结成连续的半透明蓝灰色冰层？	该冻结是否在 4 秒内完成？
2879	synthetic_scene_060_E2A	make	Starting at 24.0 seconds, make the blue service cart roll steadily forward two meters into the corridor over four seconds.	蓝色服务推车是否稳定地向通道内前进 2 米？	该结果是否在 4 秒内实现？
2894	synthetic_scene_065_E2A	make	Starting at 26.0 seconds, make the visible wall-fan blades rotate clockwise through two complete cycles by 29.0 seconds.	可见的壁扇叶片是否顺时针完整旋转 2 圈？	该结果是否在 3 秒内实现？
2943	synthetic_scene_081_E2B	intensify	Starting at 27.0 seconds, intensify the blue-white underwater caustic bands moving across the central sand patch over three seconds.	掠过中央沙地斑块的蓝白色水下焦散光带是否增强？	该增强是否在 3 秒内完成？
2951	synthetic_scene_084_E2A	make	Starting at 30.0 seconds, make the visible turbine blade tip sweep twice through the upper-left frame edge by 33.0 seconds.	可见的涡轮叶片尖端是否两次掠过画面左上边缘？	该结果是否在 3 秒内实现？
2977	synthetic_scene_093_E1	cast	Starting at 14.0 seconds, cast a broad warm sunlight band across the central atrium floor and lower bookshelf fronts over three seconds.	一道宽阔的暖色阳光带是否照过中庭中央地面和书架下部正面？	该光照添加是否在 3 秒内完成？
